name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,naver_store_type,naver_star_point,naver_star_point_qty,naver_blog_review_txt,naver_blog_review_qty
브니엘빵집,기타 간이,빵/도넛,제과점업,상도1동,37.49728228,126.9506293,기타 간이빵 도넛제과점업,상도1동%20브니엘빵집,https://m.place.naver.com/restaurant/1950048195,베이커리,4.5,61,"동네에 생긴 맛있는 빵집.
요즘 하루걸러 매일 방문하고 있어요.
스프랑 치아바타가 최애고 식빵도 쫄깃하고 맛있어요. 나가사키 카스테라도 아이들이 좋아해요. 요즘 저의 최애 빵집이에요 !! :) 사장님도 진짜 친절하시구 빵과 음료는 하나같이 다 맛있어요 ㅠㅠ 소금빵과 치아바타는 최애 중에 최애메뉴  갔는데 소금빵이 다 나갔네요 ㅠ
빵은 맛있어요",14
락,주점,요리 주점,기타 주점업,상도1동,37.50365721,126.9480972,주점요리 주점기타 주점업,상도1동%20락,https://m.place.naver.com/restaurant/1488740483,요리주점,4.36,81,동네에 하나쯤은 있을만한 호프집! 이차로가기도 좋고 청결함 다만 단체있음 너무 시끄러워요이 운이 안좋았어이 굿 매화수 먹으러 가는 단골집~화장실 깔끔하게 바뀌었습니다^^,10
프라이밋,서양식,경양식,서양식 음식점업,상도1동,37.50004287,126.9510092,서양식경양식서양식 음식점업,상도1동%20프라이밋,https://m.place.naver.com/restaurant/1826405755,양식,4.6,163,동네에서 우연히 찾은 역대급 맛집이에요! 너무 맛있고 가격도 싸고 창가자리 분위기도 너무 좋아요 재료가 다 너무 좋은게 느껴지고 사장님 요리 솜씨가 진짜 좋네요! 스테이크로 유명한 맛집이지만 혼자와서 디럭스 치즈버거 주문해서 먹었습니다! 먹어보니 최근에 먹은 강남  성수동에서 먹은 수제버거 보다 비교해서 가장 맛있었습니다. 소고기 패티 두께는 두껍고 불향과 씹는 순간 불맛과 육즙의 맛까지 양파의 아삭함과 토마토랑 너무 잘 융화된 맛이네요. 스테이크를 워낙 잘하는 레스토랑이라 햄버거 소고기 패티는 당연히 잘하나봐요?? 몇년전 숭실대 근처에 사는 친구랑 스테이크와 파스타를 먹으러 왔던곳이에요. 근처 상도역에서 미팅이 있어서 끝난후 맛있게 먹은 기억으로 다시 방문했네요. 바쁜 점심시간 좀 지나고 나면 대기 없이 혼밥도 가능할것 같아요! 가격도 다른 수제버거  스테이크 레스토랑 보다 가성비 있고 양도 푸짐해서 든든하게 식사를 할 수 있을것 같아요?? 스테이크는 맛있어요 리조또 햄버거 먹었는데 소소 였어요~,53
매머드익스프레스중앙대,비알코올 ,카페,커피 전문점,상도1동,37.50510208,126.9535284,비알코올 카페커피 전문점,상도1동%20매머드익스프레스중앙대,https://m.place.naver.com/restaurant/1028591662,카페,4.36,584,동네에서 커피 젤 맛있어요 ㅎㅎㅎ 원두 회전이 좋아서 일까 ㅎㅎ ㅇ알바뷴들 진짜 신의 속도 오늘도 놀랐음당 중앙대에서의 접근성이 좋아요 ! 레몬 시럽이 아닌 레몬청을 쓰나 봐요. 레몬 제스트가 씹혀서 좋아요.,20
박서방네,한식,백반/한정식,한식 일반 음식점업,흑석동,37.50892707,126.961189,한식백반 한정식한식 일반 음식점업,흑석동%20박서방네,https://m.place.naver.com/restaurant/33622519,한식,4.05,189,돼지 불고기 백반 8천원(점심특선 오후2시까지..)인데 기본 반찬 다양(계란후라이 반숙도 주심)하고 맛있어요!! 저녁이었다면 전골에 소주 한잔하고 싶은 가게!! 제육 자주 먹는데 친절하고 맛나요 가격도 좋아욥 곱창 냄새 안나서 좋네요. 개인적으로 달지 않았으면 더 맛있을거라는 생각이 드네요,23
배달삼겹돼지되지상도점,한식,돼지고기 구이/찜,한식 일반 음식점업,상도1동,37.50267796,126.9474097,한식돼지고기 구이 찜한식 일반 음식점업,상도1동%20배달삼겹돼지되지상도점,https://m.place.naver.com/restaurant/1662881345,돼지고기구이,2.9,4,돼지고기가 별로에요 흠 조아요,1
단비분식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,흑석동,37.50765864,126.9593743,기타 간이김밥 만두 분식김밥 및 기타 간이 음식점업,흑석동%20단비분식,https://m.place.naver.com/restaurant/384576928,한정식,4.68,123,된장찌개 맛있어서 포장해서 먹었는데 포장해도 반찬 이렇게 알차게 담아주시고 밥도 푸짐하게 담아주세요! 집밥 먹고 싶을 때 찾는 집입니다ㅠ! 가격대도 다 싼데 맛있어서 너무 좋아요ㅠ 오래오래 식당 해주세요??  메뉴가 많은 식당 반찬으로 에그마요와 떡볶이가 나옴 제육볶음 맛은 그냥그냥 돌솥밥은 평타침 치즈베이컨돌솥밥 8 000원 기본 반찬 4개,30
덤,한식,백반/한정식,한식 일반 음식점업,상도1동,37.49476879,126.9567825,한식백반 한정식한식 일반 음식점업,상도1동%20덤,https://m.place.naver.com/restaurant/1680784530,요리주점,4.53,72,된장찌개와 밑반찬이 맛났어요! 사장님이 친절하셨어요. 매장 청결하고 화장실도 깔끔했어요~ 굿 가성비 좋은 뼈해장국,7
흑석동카페액션,비알코올 ,카페,커피 전문점,흑석동,37.50848048,126.9616364,비알코올 카페커피 전문점,흑석동%20흑석동카페액션,https://m.place.naver.com/restaurant/1941451914,카페 디저트,4.43,59,"두번째 방문
이곳은 핸드드립전문 카페이다.
게이샤 에프터글로우
에디오피아 시다마 물루게타 문타샤
두가지 주문하고 요즘 인기 있다는 붕어빵을 주문했다~
에프터글로우 첫맛은 묵직. 산미가 부족하다 느꼈는데 살짝 커피가 식으니 산미가 가득~ 내가 좋아하는 스타일~♥_
문타샤는 아이스라서 첫맛부터 산미 폭발!!!
아이스가 산미가 더 느껴진다더니 맞나보네요~ 그래도 순차적 맛을 음미할 수있는 핫이 더 좋으네요~
붕어빵도 맛나게 먹었어요~아이들이 좋아하겠네요~ 오늘도 넘 만난 커피 좋아요~^^ 2023.05.13 핸드드립 카페로 검색해서 찾아간 흑석동 카페~^^♥_ 핸드드립 커피와 음료 그리고 수제 베이커리. 커피 퀄리티가 장난 아님~ 산미 가득한 커피이고 알아보니 신선한 원두 주문해서 커피
내리신다고~앙~~~ 넘 좋아~~ __ 이런 곳이 있었는데... 이제서야 찾아오다니~ 커피 퀄리티에 맞춘 정성 가득한 베이커리~ 바스크치즈케이크. 찐하고 커피와 잘 어울려요. 강추!!! 맛난 커피 마시러
멀리도 나갔는데 이제는 그런 수고를 덜겠어요~ 맘 같아선 우리집앞에 있었으면 ~ __ 커피잔 하나에도 엄청 신경을 썼다는~ 정말 굿 2023.06.23 #액션커피 #흑석동액션커피 벌써 14번째 방문이네요~ 매번 방문할때마다 어떤 커피가 나왔을까 하는 기대로 오게됩니다. 그리고 캬~~~ 행복한 비명~♥_ 언제나 방문해도 기분이 홍홍
홍~~",40
테이퍼드커피,비알코올 ,카페,커피 전문점,흑석동,37.50696196,126.9580267,비알코올 카페커피 전문점,흑석동%20테이퍼드커피,https://m.place.naver.com/restaurant/1155552717,카페 디저트,4.54,180,"두번째 방문이에요. 1층  지하 1층이 카페인데 지하1층은 스터디카페 느낌으로 조용히 공부하는 분위기에요. 일부러 중대생들을 위해 이렇게 공간을 만드신거같아요. 저희는 수다떨거라 1층에 앉았고 1
층은 좌석이 많이 없는 편이에요. 생긴지 얼마안되서 내부 인테리어도 깔끔하고 분위기 좋아요! 직원분들도 다 친절하시더라구요. 커피 종류도 맛이 괜찮고 핫초코 엄청 진하고 맛있었는데 아쉬운건 가
격대에 비해 음료 양이 좀 적다고 느껴졌어요~ 마감이 임박한 시간이라 바나나케이크 서비스로 주셔서 맛있게 잘먹었네요. 여기 디저트 종류도 맛있어 보이던데 다음에 먹어보고 싶어요ㅎㅎ 매장 인테리어가 예뻐요~!
사장님 직원분들 친절하시고 무엇보다 디저트가 넘 맛있어요~ 지하공간도 스터디나 지인들과 수다떨기 넘 좋아요~ 디저트 종류도 많고 지하에 좌석도 많아서 좋아요
라떼가 4.0 인데 가성비도좋네요~~!!
브라우니는 안에 초코칩이 박혀서 맛이있어요 ㅋ",14
커스텀요거트,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,흑석동,37.50740026,126.9597059,기타 간이그 외 기타 간이 음식점간이 음식 포장 판매 전문점,흑석동%20커스텀요거트,https://m.place.naver.com/restaurant/1248280246,카페 디저트,4.92,593,두유변경 건크랜베리 키위 바나나 파인애플 블우베리 소보로 큐브치즈 싸장님 왕친절하셔용ㅎㅎㅎ하루에 두끼 둘다 커스텀 요거트 갔도니 사장님이 절 알아보시구..서비스루 저 소보루 좋아하시는 거 알구 소보루 왕창!!!??????????따랑요거트으으????? 그릭요거트 좋아해서 여러군데 가봤는데 커스텀 요거트가 가성비 좋고  맛도 있어요ㅜㅜ 동네에 있으면 더 자주 갈 수 있을텐데 아쉬워요 근처 갈 때 종종 방문하고 싶습니다! 딸기 맘모스  딸기 치즈 둘 다 맛있어요~ 근처 통틀어 가성비 가장 좋은 요거트 집!! 점심도 그릭으로 먹고 저녁에도 왔더니 알아봐주시고 서비스로 바나나까지 주셔서 너무 감사했어요..!!! 소보로그래놀라는 다른 매장에서는 먹어본 적 없는데 완전 바삭하고 맛있어요… 견과류 추가할 수 있는 거 많고 그릭요거트도 적당히 꾸덕하니 취저입니다.. 그리고 직원분 너무 친절해서 자주 들릴 거 같아요 감사합니다ㅏ,55
양평감자탕,한식,국/탕/찌개류,한식 일반 음식점업,흑석동,37.50858585,126.9623475,한식국 탕 찌개류한식 일반 음식점업,흑석동%20양평감자탕,https://m.place.naver.com/restaurant/20861461,감자탕,4.22,67,둘이서 2차로 간거라 소 시켰어요~~~ 뼈 3개잇었는데 안주로먹기 딱 좋아요! 나중엔 중자로 밥이랑 같이 먹으려구용~~ 고기잡내안나고 부드러워서 놀랏어요! 국물이 진짜 구수하고 계속 떠먹게됨.. ㅠㅠ 볶음밥도 역시 너무나 맛있어요~! 화장실이 좀 무섭지만   친절하시고 가성비 너무나 좋아서 다음엔 닭볶음탕 먹으러가보려구요!!???? 큰 기대없이 갔다가 만족하고 나온 식당입니다. 감자탕은 당연히 맛있고 양도 많고 밑반찬도 맛있구요 재방문의사 100프로 볶음밥은 싱거우니 국물 조금 남겼다가 같이 드세요 굿굿,10
이모네참족발보쌈,한식,백반/한정식,한식 일반 음식점업,상도1동,37.49492769,126.9543716,한식백반 한정식한식 일반 음식점업,상도1동%20이모네참족발보쌈,https://m.place.naver.com/restaurant/20510599,족발 보쌈,4.13,119,둘이서 족발 소자 먹었는데 딱히 평할게 없네요.  간만에 맛있게 먹었어요. 쌈.밥.밑반찬 최고 입니다. 그런데. ? 된장국에서 냄새가. . ㅠㅠ 다시 끓여 주셨는데. .맛이  아들과 점심 먹었어요. 1인 보쌈과 된장.깨끗하고 맛있어요,24
리앤홍,비알코올 ,카페,커피 전문점,흑석동,37.50783454,126.9640092,비알코올 카페커피 전문점,흑석동%20리앤홍,https://m.place.naver.com/restaurant/313986728,카페 디저트,4.54,40,디저트류도 맛있고 라떼도 정말 부드럽고 맛있음 추천 비싼만큼 맛있었어요.  핸드드립 전문! 분위기 맛집! 조용히 자기 생각 정리하기 좋은 카페,102
카페빌리지,비알코올 ,카페,커피 전문점,상도1동,37.49444937,126.9563233,비알코올 카페커피 전문점,상도1동%20카페빌리지,https://m.place.naver.com/restaurant/1021625874,카페 디저트,3.5,64,"디카페인 콜드브루 아메리카노, 흑임자라떼, 상큼한 라즈베리가 톡톡 씹히는 말렌카 허니롤을 주문해보았습니다:) 밥 먹고나면 무조건 커피와 디저트가 심하게 땡기는(?) 입맛이라 발걸음 재촉하여 카페빌리지로 향하였는데요ㅎㅎㅎ 오늘도 역시나 아주 맛있게 먹었습니다. 아메리카노 말해모해 너무 맛있구요... 흑임자라떼는 맛도 맛이지만 거의 한끼 식사대용으로 대체해도 될만큼 든든하고 찐~~~하게 꼬수워서 식사 거른 학생들은 카페빌리지 흑임자라떼 드세요!! 마지막 말렌카허니롤은 오늘 처음 먹어봤는데 감탄하면서 먹었어요 이거 진짜 맛있으니 꼭꼭꼭 드셔보세요! 프렌차이즈 디저트들보다 훨씬 더 맛있습니다 제가 진짜 입짧은 까탈쟁이라 저희집 식구들도 절레절레하는데 ㅋㅋㅋㅋ 카페빌리지 메뉴들 하나하나 다 맛있어요 딸기라떼가 너무 마시고싶어 방문했어요?? 날이 더워 지쳤는데ㅠ 딸기라떼 마시니 기운이 나네요?? 오늘따라 유난히 카야토스트 너무너무 맛있어서 감탄하면서 먹어치웠네요ㅋㅋㅋㅋㅋㅋㅋㅋ 이렇게 맛있고 정성스러운 메뉴들을 저렴한 가격에 먹을 수 있어 최고예요?? 항상 친절하게 맞이해주시는 카페빌리지 사장님?? 더더욱 번창하세요^_____^ 오픈하고 얼마 안 되어서 방문했었는데 사장님 넘넘 친절하시고 디저트랑 커피 맛이 좋아서 오랜만에 다시 찾았어요! 서울 살면 매일 갈텐데 어쩌다 한번 서울 나들이 할 때만 들리게 되네요. 자주 못 와서 아쉬워용 ㅠㅠ
커피 맛이 진짜 구수하고 맛있어용~~! 특히 이번에는 젤 잘나간다는 아몬드 크림라떼 먹었는데 아몬드 맛이 느껴지면서 고소하고 달달해서 좋았어용 존맛탱입니당! 카야 버터 토스트는 제가 딴거 먹는 동안 사라지고 없었다는 ㅎㅎ 엄청 맛있다고 다들 좋아하셨어요~~ 새로운 메뉴 치즈 케이크는 톰과 제리 만화영화에서 튀어나온 줄요~ 넘 귀엽고 치즈 풍미가 부드럽고 좋았어용. 화장실도 깔끔하구 사장님이 넘 좋으셔서 강추합니다! 담에 또 방문할게용! 사장님 대박나시고 부자되셔용~",9
서울떡방아간,기타 간이,떡/한과,떡류 제조업,흑석동,37.50701635,126.9631836,기타 간이떡 한과떡류 제조업,흑석동%20서울떡방아간,https://m.place.naver.com/restaurant/436534207,방앗간,3,128,떡  방앗간  맛있어요,6
종로떡집,기타 간이,떡/한과,떡류 제조업,상도1동,37.49854264,126.9525343,기타 간이떡 한과떡류 제조업,상도1동%20종로떡집,https://m.place.naver.com/restaurant/37567021,떡 한과,4.13,276,떡도 맛있고 사장님도 친절 맛나요 좋아요,1
오복떡방앗간,기타 간이,떡/한과,떡류 제조업,흑석동,37.50681378,126.9626887,기타 간이떡 한과떡류 제조업,흑석동%20오복떡방앗간,https://m.place.naver.com/restaurant/1717005548,방앗간,4.29,386,떡맛집  떡이 쫄깃하고 맛나요  떡 좋아요,6
포마토김밥,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,흑석동,37.50712888,126.9595852,기타 간이김밥 만두 분식김밥 및 기타 간이 음식점업,흑석동%20포마토김밥,https://m.place.naver.com/restaurant/20941626,분식,4.3,426,떡볶이 5500 치즈김밥 3500 떡이 쫄깃쫄깃하니 김칙볶음밥이 넘성의가없어요 그냥 김치만썰어서 밥이랑볶은듯해요 ㅡㅡ다른데는 햄두가치넣어주시구  계란두위에언저주시는데말이예요 멋이넘없네요 늦은 시간까지 영업해서. 너무 좋네용!! 돌솥참치비빔밥8000,22
